time,open,high,low,close,Volume,Volume MA
2021-04-05T00:00:00Z,58213.69,61222.22,55441.93,59979.26,23556.53782028,61237.378083737145
2021-04-12T00:00:00Z,59972.26,64895.22,51541.16,56280.6,40593.6107434,59755.340237113145
2021-04-19T00:00:00Z,56260.83,57633,47004.2,49128.43,43334.13814596,59597.36891463214
2021-04-26T00:00:00Z,49122.75,58549,48823.01,56622.66,27817.930441510005,58965.77301954963
2021-05-03T00:00:00Z,56599.91,59564.24,52924.5,58305.24,29785.83104546,56800.12443614163
2021-05-10T00:00:00Z,58336.16,59603,43769.4,46444.75,39631.42749072,55383.43511687013
2021-05-17T00:00:00Z,46446.42,46648.5,30066,34706.79,93913.66925193001,56099.39899772563
2021-05-24T00:00:00Z,34735.35,40904,33425,35677.72,37901.48954003,51668.78437116362
2021-05-31T00:00:00Z,35675.3,39490,34195.2,35808.85,29480.86167383,47560.32054845012
2021-06-07T00:00:00Z,35810.69,39386.43,31025,39013.76,39330.101460109996,45869.86459507363
2021-06-14T00:00:00Z,39035.52,41341.57,33337,35589.77,29265.7058612,42065.76198931813
2021-06-21T00:00:00Z,35598.66,35763.8,28600,34699.5,40599.97658021,41297.71421262763
2021-06-28T00:00:00Z,34716.02,36623.79,32700.05,35289.21,17584.6496665,38883.12453544514
2021-07-05T00:00:00Z,35255,35258.7,32101,34258.53,13840.7734605,37116.16945557314
2021-07-12T00:00:00Z,34266.84,34677,31012.93,31776.65,13692.509203489997,34334.244692785134
