time,open,high,low,close,MA,MA,MA,MA,MA,Volume,Volume MA
1452470400,448.2,451.13,352,380.16,396.0559999999999,390.063671875,282.5891999999998,326.2933333333335,263.42404999999997,100170.19957908,138565.90651607155
1453075200,379.94,422.98,372.53,402.16,404.34399999999994,392.47046875,286.1547999999998,334.5390476190477,265.41215,76684.60157332,135032.53659473755
1453680000,402.16,402.31,363.73,368.49,408.7729999999999,394.573515625,288.8119999999998,340.64428571428584,267.23015,50604.93544585,130491.28336703005
1454284800,368.49,391.88,365,375,409.1249999999999,396.619453125,291.58199999999977,347.5652380952382,269.08135,49519.03779802,127439.48525693105
1454889600,375,406.71,369.12,405,410.80099999999993,398.762734375,294.51519999999977,355.8909523809525,271.0814,53282.38643921001,123801.21614982453
1455494400,405.5,447.99,393.4,438.5,411.34399999999994,401.263984375,297.78519999999975,365.70476190476205,273.24805,63646.25819915,120556.58630830355
1456099200,438.33,440,409.07,431.68,410.2579999999999,403.657109375,300.68379999999974,374.89904761904774,275.3819,41502.532644570005,115866.35726825055
1456704000,430.26,440.99,382,406.23,408.70499999999987,405.867734375,303.4535999999997,382.43142857142874,277.38765,58580.72208624,111010.30225448655
1457308800,406.15,421.91,403.03,413.04,406.90499999999986,408.10234375,306.87439999999975,389.6690476190478,279.42814999999996,35522.59984296001,104366.30556832506
1457913600,412.99,419,403.34,411.28,403.1539999999999,410.358515625,309.8891999999998,395.7319047619049,281.45939999999996,28681.414286969997,95739.75720640805
1458518400,410.62,419,406.5,416.64,406.80199999999985,412.575859375,313.4919999999998,400.05857142857155,283.51725,19082.60903897,77231.64753733356
1459123200,424.62,424.77,407.22,419.11,408.49699999999984,414.54867187499997,317.4233999999998,402.2709523809525,285.58685,24971.101934650003,66379.40490547955
1459728000,418.51,423.99,412,418.36,413.4839999999998,416.301484375,321.40019999999976,406.9890476190477,287.65155,21245.404431799998,60710.20904124705
1460332800,420.4,432.87,377.87,427.42,418.72599999999983,418.000078125,325.1685999999998,411.9042857142858,289.7577,22354.826266379998,57359.93460076605
1460937600,427.15,470.02,378.98,460.02,424.2279999999999,419.070546875,329.5863999999998,416.1204761904763,292.0258,34850.340012,54126.82466672205
1461542400,460.03,469.87,393.15,453,425.6779999999999,418.880078125,333.92699999999985,419.20428571428585,294.2582,27251.8978701,49167.83161698605
1462147200,452.99,463.97,438.59,458.21,428.33099999999985,416.209453125,338.3067999999998,420.40142857142865,296.5156,26993.04077955,45510.22603454105
1462752000,457.75,464.79,447.38,457.56,433.4639999999998,412.37789062499996,342.8797999999999,421.1166666666668,298.76555,21889.615960619998,42562.98076257505
1463356800,457.56,458,435,438.8,436.03999999999985,409.673984375,347.2017999999999,421.9280952380953,300.91745,22944.61523209,41528.89744298105
1463961600,438.72,540,436.4,517.84,446.6959999999998,406.985234375,352.91679999999985,426.0614285714286,303.4631,46135.44144764,41295.67904345855
1464566400,517.6,588.71,510.01,573.91,462.4229999999999,406.67117187499997,359.5221999999999,432.0195238095239,306.27909999999997,47957.46871421999,38685.042500215546
1465171200,573.8,683.02,563,672.13,487.7249999999998,406.2346875,367.99239999999986,445.9228571428572,309.5823,39798.13796659,36840.71931987905
1465776000,668.73,778.85,655,761.44,522.0329999999999,405.12539062499997,377.7911999999999,463.03142857142865,313.3492,74852.81699908999,38053.11339754105
1466380800,759.12,763.99,540.17,657.79,545.0699999999999,403.670234375,384.7359999999998,476.8076190476191,316.5866,104143.95399672001,40784.359207476045
1466985600,630.16,704.99,618.03,658.27,564.8949999999998,402.241640625,392.3919999999998,490.29666666666674,319.82705,49986.596942410004,40619.569732636046
1467590400,659.77,682.36,605.5,648.76,584.4709999999998,400.943515625,399.50339999999983,501.9042857142858,323.01595000000003,38661.74847759001,39370.344246558045
1468195200,648.77,684.19,639.31,679.54,606.6039999999998,399.885234375,407.44779999999986,513.382380952381,326.35490000000004,24577.206635340004,38524.07794609655
1468800000,679.54,682.21,645,661.47,626.9949999999998,399.68289062499997,415.37619999999987,524.3247619047619,329.6023,18737.11457925,36531.89757074705
1469404800,659.64,661.99,614.97,623.83,645.4979999999998,399.720546875,422.7305999999998,534.6866666666667,332.66035000000005,17468.276322790003,35629.181394738545
1470009600,622.5,630,465.28,592.47,652.9609999999998,399.568046875,430.00219999999985,543.2309523809524,335.56415,65343.91798719,37462.306579749544
1470614400,592.47,603,556.24,568.76,652.4459999999998,399.625859375,436.7973999999999,550.73,338.349,22051.038136410003,37610.72803462155
1471219200,568.76,583.99,552.3,577.55,642.9879999999998,399.13796875,443.54279999999983,558.3923809523809,341.18014999999997,25677.599972650005,37646.05293652155
1471824000,577.55,585.95,564.81,573.2,624.1639999999999,398.67046875,450.41359999999986,565.73,343.99345,23525.50450765,37760.05794031405
1472428800,573.2,609.05,566.86,603.72,618.7569999999998,398.99421875,457.88479999999987,574.5566666666667,346.95885000000004,25116.719176950002,37898.15258584255
1473033600,605.72,628.99,592.46,606.32,613.5619999999998,400.13734375,465.3629999999999,583.0757142857143,349.93635,26822.909902079995,37496.781080346555
1473638400,604.08,610.69,601.1,608,609.4859999999998,401.32273437500004,472.7509999999999,590.1223809523809,352.9188,18000.02840779,37034.187607231055
1474243200,608,609.5,592.1,598.98,601.4299999999998,402.74992187500004,479.7695999999999,597.0738095238096,355.85214999999994,17473.75618523,36558.22337751505
1474848000,598.95,614.28,596.1,608.6,596.1429999999998,403.59835937500003,486.7205999999999,604.2352380952382,358.83305,17480.03541049,36337.74435000856
1475452800,608.6,616.99,604.99,613.06,595.0659999999997,405.02851562500007,493.30259999999987,611.6400000000001,361.8319,15682.327319739998,35974.62995439106
1476057600,612.12,642,612.12,638.97,599.7159999999998,406.59828125,499.56639999999993,621.1719047619049,364.9604,21232.50503502,34729.483133760055
1476662400,638.97,656,624.13,648.74,607.7139999999997,408.2290625,505.0881999999999,627.4052380952382,368.1384,23129.99591567,33488.109493832555
1477267200,648.71,717.99,640,697.23,619.6819999999997,410.1846875,512.6471999999999,633.2776190476192,371.55855,33380.1284258,33167.20901679305
1477872000,697.1,745.19,670.32,709.93,633.3549999999998,411.24742187500004,520.3617999999999,635.0776190476192,375.04245000000003,37188.976206989995,31284.01697718805
1478476800,709.92,740.86,683.23,700.38,643.0209999999997,411.78953125000004,526.9397999999999,632.1700000000002,378.47614999999996,35418.39312969,27847.738933836546
1479081600,700.38,755.07,697.14,727.09,655.0979999999997,412.329296875,533.7167999999999,635.4700000000001,382.03409999999997,43254.63053263,27511.140613347547
1479686400,727.09,750,722.3,727.32,667.0299999999997,413.41343750000004,539.6017999999999,638.7580952380954,385.5827,26673.41090692,26911.723734814044
1480291200,727.32,778.07,721,762,683.3319999999998,414.67640625,545.9909999999999,644.1504761904764,389.29125,36581.17352873,27511.92207948355
1480896000,762,774.12,743,768.97,699.3689999999998,415.99734375,552.9351999999999,648.4090476190478,393.0176,28520.87983248,28001.110342145046
1481500800,768.97,793.27,765.1,788.67,716.9299999999998,417.2325,560.0877999999999,654.4661904761906,396.82605,21477.81845389,28201.58744870005
1482105600,788.34,920,787.01,890.67,742.0999999999998,419.262109375,568.9254,667.1728571428573,401.13050000000004,56709.60192418,27769.871645549552
1482710400,890.65,1005,888,997.75,777.0009999999999,422.15859375,581.2772,686.471904761905,405.9476,52597.39938603999,29297.189708031052
1483315200,997.75,1139.89,812.28,909.75,798.2529999999999,424.654296875,591.429,702.709523809524,410.2699,130728.25835106998,34549.72262695205
1483920000,909.8,918.4,751.34,821.86,809.4459999999999,426.47562500000004,600.4964,714.3433333333335,414.14300000000003,92826.21566664001,38014.75818490154
1484524800,821.86,937.74,818.09,923.76,831.7839999999999,429.075625,611.4716,731.0366666666669,418.4107,60386.56034769,39778.25024343854
1485129600,923.75,927.57,881.48,912.01,850.2759999999998,432.318984375,621.6117999999999,745.7171428571431,422.49,30759.392631869996,39975.074379928046
1485734400,913.12,1044.23,910,1011.07,878.6509999999998,436.250390625,633.0631999999999,764.9909523809526,426.7205,48914.77048103,41520.81148359004
1486339200,1010.03,1074.69,913.73,1000.73,902.524,440.32609375000004,644.4441999999999,783.6923809523812,431.2686,63161.775280949994,43805.212438376046
1486944000,1000.73,1068.99,975.1,1051.8,930.807,444.828984375,657.3556,805.2552380952383,435.93355,33282.25374074,44595.32335488855
1487548800,1051.8,1220,1044.39,1179.05,969.8449999999999,450.32554687500004,672.6757999999999,832.4195238095241,441.1524,64898.335354860006,47056.12375664455
1488153600,1180.46,1298,1169,1273,1008.0779999999999,457.149375,689.9101999999999,863.8452380952383,446.93455,41646.795282720006,48076.838269029555
1488758400,1269.98,1350,975,1226.62,1030.9649999999997,463.79992187500005,706.1098,891.8285714285716,452.49514999999997,86539.53241125001,51247.31509380856
1489363200,1226.42,1260,944.36,1017.97,1041.7869999999998,469.22531250000003,718.0869999999999,909.4109523809526,457.00309999999996,78732.98939892,53514.95814246456
1489968000,1012.88,1117.9,891.33,960,1055.6009999999999,473.7713281250001,728.9198,921.9238095238097,461.1556,77470.53548879,55529.03610655456
1490572800,959.08,1100,952.95,1078.01,1071.0259999999998,479.16570312500005,741.9315999999999,939.4514285714288,465.93065,60680.03660101,56792.11828012056
1491177600,1076.59,1216.87,1076.19,1206.2,1100.4449999999997,485.8142968750001,756.8551999999999,963.5380952380954,471.4608,46207.077425539996,56939.740624766055
1491782400,1205.2,1229,1141,1162.31,1115.569,492.36078125000006,771.0413999999998,984.2628571428573,476.7755,31268.611520799997,57169.500655460055
1492387200,1162.31,1252.32,1161,1241.99,1139.6949999999997,499.21406250000007,786.7169999999999,1008.7709523809525,482.48339999999996,32950.746636740005,56987.97931086055
1492992000,1242,1356,1234,1350.21,1169.5359999999996,506.71679687500006,804.5699999999998,1036.7809523809524,488.7868,39411.95591813001,57532.53311514305
1493596800,1348.88,1623.01,1341.22,1554.01,1207.0319999999997,515.9889843750001,826.8741999999999,1074.1638095238097,496.18705,79409.84428198,60429.13440654755
1494201600,1554.38,1892,1554.38,1784,1258.1319999999998,526.98109375,852.1973999999999,1121.5604761904763,504.6569,94671.97949056001,62327.25328486655
1494806400,1782.3,2063.11,1641.22,2017.55,1337.225,539.7958593750001,881.0701999999999,1175.2214285714285,514.315,93126.14311167001,64353.690471148046
1495411200,2017.55,2760.1,1850,2178.81,1453.309,554.0325,911.2037999999999,1231.462380952381,524.7455,155768.45194677,65605.70015093306
1496016000,2172.54,2584.34,2110,2530.27,1610.3359999999998,571.30015625,946.5803999999998,1308.6299999999999,536.91495,93043.44403407,65616.56156930455
1496620800,2530.27,2967.46,2525.28,2954.22,1797.9569999999999,591.8984375,992.5089999999998,1410.1709523809525,551.2156,93979.26297278001,67296.19670055906
1497225600,2954.23,2980,2120,2516.98,1929.0349999999999,609.4998437500001,1029.6831999999997,1486.0385714285715,563.304,148795.79374539998,73198.01675623555
1497830400,2516.98,2789,2432,2502.03,2063.007,626.9657812500001,1066.7486,1561.7538095238097,575.2485499999999,84989.14520239,75001.73549230355
1498435200,2502.26,2594.78,2291,2504.37,2189.245,644.87609375,1103.2451999999998,1632.8633333333335,587.1170999999999,88202.38791121001,76253.76612381656
1499040000,2504.81,2639.47,2462,2502.28,2304.4519999999998,662.430546875,1140.0613999999998,1704.3657142857144,599.0368,59904.36464813,77584.87166918606
1499644800,2504,2527.88,1830,1917.63,2340.8139999999994,675.639140625,1165.9373999999998,1745.5957142857144,607.99815,114603.96642805998,80070.15322284607
1500249600,1917.72,2938,1910.57,2749.02,2437.316,695.366796875,1209.0683999999999,1820.3561904761907,621.1269,144460.87969896002,85210.85744365808
1500854400,2756.8,2825,2400,2742.37,2509.798,714.9507031249999,1252.5405999999998,1890.3261904761905,634.2037,95398.49285979001,85653.80546608508
